Review Text,Star
"It's been a long time since my last visit to a Texas Land & Cattle...and it will be a very, very long time before I return again. Knowing that a large group of us were going to meet here, I felt like a proud Texan to go somewhere with Texas in the name (I lived there for 7 years, how could I not get out without some pride?). However, this place would make Texas ashamed. The space was great and they had a room reserved for our group. It provided a great intimate setting for us! The service was good. The food was its downfall. The appetizers were average and seemed factory processed (you know, open the box type). The steak was dry, hard to chew, and salty...blah. For the price per entree, they should step up the quality. Good night out with the group, great location...not a fan of the food.",2-star
We've been regulars at Thai basil for years but recently there must have been a change in chefs because we ordered our usual and the shrimp was rubbery and the cashew sautée had absolutely no flavor even tho I ordered it hot. We reordered thinking they made a mistake and the shrimp came rubbery again and with no flavor. We walked out. We're removing this restaurant from our regular Friday night rotation. It was horrible!!!,1-star
Soooo disappointing. I've been going here for 2 years and loved their shrimp Pad Thai. Always great and lots of good shrimp. Tonight the shrimp was horrible like old and rubbery and the seasoning was not the same. Sent back the dish and it came out the same. Told the chef was new and then that the chef wasn't new. Left without eating.,2-star
"We ordered the Drunken Noodle with crispy tofu & the veggie egg rolls & had it delivered. The food was hot & scrumptious. The egg rolls were delicious & crispy. The portions were substantial, enough for two meals! Will definitely order again soon, yummy!",5-star
"My husband and I always go to thai restaurant. I love this place and definitely I recommend this place, we ordered path thai and chicken carry it was fabulous. Hope you like and enjoy your thai food if you guys are going. Soooooo gooood :) :)",5-star
"Food was really good. We had the chicken satay, red curry and ginger chicken. Service was beyond horrible. They were not busy and we waited over 30 min for our food. They barely gave us enough rice to begin with and charged us a 1.50 for more. Won't ever be going back here.",2-star
"I will NEVER return to this Thai Basil - what a scam !! Myself and my dining companion both ordered the same dish. It was fine - nothing special nothing horrible. However, once we received the bill we were charged $2.00 more for each dish. When I politely brought the issue to the manager (I guess - if she is she is HORRIBLE !!) she advised me that they have a small - tiny advisement at the bottom of the menu that prices are subject to change. Ha ha ha - you have got to be kidding me !! I advised her that they should be verbally advising their customers when there is a price change. I advised her that it was unacceptable and her reply was ""It is no big deal"". She is going to tell me what is and isn't a big deal to our pocketbook - I don't think so !! She should have eaten the $4.00 because we have not been back and will never go back. For $4.00 she has lost hundreds of dollars in future business because my dining partner was a regular guest for years at that Thai Basil- NOT a smart move !!",1-star
"Almost sure I tasted ketchup In the Pad Thai that was not spicy at a number 3. If not, it really lacked on that magical Thai balance of flavor with little to no fish sauce used. Mediocre would be a stretch for this joint that uses Romain or green leaf lettuce in its ""Fresh Roll"". No herbs. Cutting corners is easy I suppose when there is no real competition within a few miles. I could go on about the poor knife cuts and onions larger than 1.5"" chunks that eat almost raw at that size and so on, but I've vented enough.",1-star
"My family and I always come to this restaurant when we are in the mood for some good Thai food. They are awesome for ordering to go but they also provide good service in the restaurant itself. Rama's favorite and drunken noodles are our go to dishes that are ""must haves"" for us. They definitely don't go light on the spice you can order from a range of 1-5. I like spicy but a 1 is good enough for me. If you really really like spicy spicy food then go for a 5. My dad orders his as a 5 and isn't disappointed. We tried the coconut soup and it was amazing! Great flavor and exactly what we wanted. I got a jasmine tea and was not impressed, didn't have much flavor. I would stick to the traditional Thai tea in the future.",5-star
"We ordered delivery from Thai Basil and were very disappointed with the food. The lunch specials were cheap ($10 or less) but the food was greasy and in some cases tasted off. My green curry was the one dish that was okay, but the spring roll that came with it was very oily and seemed kind of old. The yellow curry was unusually yellow, even for a Thai curry, and we realized that it was because there was so much turmeric in it. The sauce was pretty bitter because of the turmeric. The pad Thai was pretty flavorless and we weren't able to eat the stirfry dishes since they just smelled a little off. Unfortunately we won't be getting food from here again. Keeping this at two stars since one out of the five orders were okay, the price is cheap, and they did actually include napkins and silverware.",2-star
This Thai Basil could very well be the best Thai in valley. The pad Thai are always on point with flavor and heat. Can't beat their lunch specials.,5-star
"I've been here few times and they never disappoint to satisfy my Thai curry cravings. Their menu is simple. You can order any dish and then choose protein including lamb, tofu, chicken, beef and shrimp. Every dish can be made to order with spice level from 1 to 5. One is very mild, while 5 is Thai spicy and believe me, it pretty spicy. Lunch entree comes with cup of soup. The entree portions are not too big or small, it's just right. Their ingredients are very fresh and most of dishes comes with generous serving of vegetables. The service can be little slow, but reasonable during busy lunch hour.",4-star
My friend and I were craving some Thai Iced Tea and Thai Curry - luckily this place was open until 9:30pm. We felt bad going relatively close to closing time but we got in around 8:40pm and tried to get out of there as fast as possible. The waitresses were nice and accommodating. The Yellow Curry was delicious! I liked their yellow Curry more than Thai Elephant Bistro's. Definitely will be back again!,5-star
"It should have been a red flag that the whole restaurant was empty. The food was awful, dry rice noodles with no flavor. The service was awful Considering we were the only ones there. I didn't eat more than one bite and not one of the staff said - is everything ok? Awful!",1-star
"In their defense, the pad see ew and the yellow curry are decent, very average. everything else we've tried was bad. and i mean real bad. greasy, over fried, and just a general poor quality. I would order to go for a pasta dish (but only because it's the only thai place near me) but wouldn't try anything else on the menu.",1-star
If I don't want to cook I can always count on Thai Basil! The coconut curry dish and bbq chicken are our favorites! My kids love when I come home with food from here. One kid loves there side order of chicken in a secret sauce and the other kid loves rice noodles in a secret sauce... No matter which chef is working both know who I am and make my kids there dishes exactly how they like it! Thank you,5-star
We were desperate to have a good Thai experience in new Scottsdale. Thai basil didn't disappoint. The pad Thai was seriously great. Washed it down with a couple of Thai ice teas and wow what a great treat! Highly recommended.,5-star
"We love the Thai food here. Small Thai restaurant with great food. We tent to get the same thing every-time, which is egg rolls or pot stickers and chicken curry and rice which we split. This is our absolute go to Thai food. Always good. We will be back.",5-star
First of all the food is good. I gave them a one star because the service is horrible. It is so slow and there are a lot of tables even available. It is not that crazy busy! My food is a little bit spicy so I ask for an ice green tea refill and takes forever!. I just bare the spice feeling on my mouth!..,1-star
"I love Thai Basil Signature, not only is the food delicious but service is always spot on. I am a sucker for good spring rolls, that thin deep fried tofu skin, the rice noodles, and veggies... and let me tell you theirs don't disappoint. Their peanut (panag) curry is yummy and I adore their pad see ew noodles! My go to local Thai joint!",5-star
"We get take out from here frequently. Favs are Pad Thai, Thai fried rice and peanut curry. It's good and does the job when we're hungry for Thai food. I like that you can specify how spicy that you want your dishes to be since I don't like spicy but the hubs does.",4-star
"This place messed up my take out order a few times now. They also "" forgot"" that I ordered Thai tea for a couple times, I had to remind them... Bad service!!!",2-star
"I think the reviews on yelp are for two different places. This is for the location on Hayden and pinnacle peak. We ordered 7 dishes and the food just kept getting better. Amazing pho won ton soup, curry noodles, drunken noodles, chicken satay and the pot stickers. This place is really really good. I have no idea how others have rated this low. It really deserves 5 stars.",5-star
"Found this gem on Yelp and absolutely love it. We love the ""Drunken"" Noodles and Coconut Soup. They are a couple of our favorite dishes and have always been pretty consistent in taste. Dine in or take out! The staff is extremely attentive and very nice. We have recommended this restaurant to our friends and will continue to come back.",4-star
"Been here a couple times and it continues to satisfy me. If the portions were a little bigger, it would be more of a common place to go to.",4-star
"I've been eating my way through the menu here and so far I've been impressed with the consistency of the food, freshness of ingredients and general level of service. Heat levels are hard to come by, Thai hot is not the adventure it is at other eateries but at least there is something there. Lunch portion wise it's almost not enough, in relation to the two I used to frequent in Scottsdale it's not that it's tiny just seems off for the area.",4-star
"Service was OK, nothing exceptional. Price was fair, food good, ambiance relaxing. I will be back again when I'm in the area.",4-star
"Best place to eat Thai in AZ! My favorites are Pad Thai, Nam Sad, Tom Kah, and Pad Broccoli. The place is about 1100 sq feet but has a cool relaxed feel and if you want, you can order in advance and just pick it up-no delivery.",5-star
Very nice people. Good service. Drunken noodles spiced 2+ on a scale of 1 to 3 were great. Very fresh ingredients. Tasty crab puffs. My wife enjoyed chicken noodles. The sticky rice served too early and rates 1star. Overall a place I will happily return to.,4-star
I always get the same meal and enjoy it every time. I always get the Pha Nang (Spelling?) I always add the spiced diced peppors for that special flavor served from a side tray.,3-star
"Thanks to reading the other posts we were already prepared for less than stellar service but to be honest..good food trumps bad service any day. WE were NOT disappointed! Food was great and although it was tamed down a little too much for my liking (Spicy levels), we were able to juice it up with the proper sauce tray that had chili paste and chile oil. Service was a little slow and disorganized but our server and others there were VERY friendly and went out of their way to make sure that we enjoyed our meal. We will be going back soon...especially since our waitress informed us that they will be adding a sushi bar in the next few weeks! Obviously going a little off the ""thai food"" route but who doesn' t like sushi?!",5-star
"Great staff and ambience. Has the feel of an old Irish pub. I go there very often, and I had my wife's 40th birthday party there, where they booked off a section for 35 people. It went flawlessly! It was easy dealing with Dylan for planning the party, and the entire crew did awesome! Special thanks to Sierra and Gary!",5-star
"If you see my other reviews, I've come to realize that I'm a picky eater. I'll eat almost anything, but if you're making me pay more than $5 for it, I'm expecting it to be good. Enter Berwick! It's seat yourself (like most pubs). There is quite a bit of seating, but you may have a hard time finding a place during a hockey game. The menu is a good size, not too big and not too small. The waitresses are nice, the food comes quickly, and the food is good and in fairly plentiful portions. I tend to stick to the same things in the menu, but when I'm getting adventurous, I have yet to find something I didn't like. In short, it's probably one of the better restaurants on the city. For $15 a meal, I feel like I'm getting my money's worth.",5-star
Great service and staff. The place is always clean. During hockey season it can be hard to find parking and a table. But normally you don't have to wait to long before getting a table. The bartenders are very good at recommending drinks if you aren't sure what to get!,4-star
"We come here regularly for wing nights. The atmosphere is fun, the food is good, and the bartenders are eye candy! Wednesday is my favourite night of the week!",5-star
Good fun neighborhood bar. Meet your friends and tip a few. Excellent fried pickles!! I didn't even know there was such a thing ... Excellent I mean!,4-star
"Always good food and service at the Berwick. The pulled pork tacos are awesome. So is everything else to be honest. If something isn't just right, they fix it. Great neighborhood pub. The staff are friendly and fun.",5-star
"Nachos are boring :( waitresses seem uninterested, dropped the food on the table and walked away...maybe because they knew the food was less than par and didn't want feed back...atmosphere is ok but wouldn't come here for the food",2-star
"Oh Berwick, you are not what you seem! When we went here for the first time I was thinking... pub food, standard beer list, standard staff... but I was quite impressed that it was nothing like my expectations! I have now been about 3-4 times and after each visit I leave satisfied. The food is really good, they have a nice beer list to choose from and the service is great. A couple things we have tried here in the past were the wings, lemon blueberry chicken salad, veggie and chicken souvlaki wraps, pork tacos (3) and a burger with sweet potato and waffle fries. All these dishes were nicely crafted and delicious! This place may look from the outside and inside as just an average watering hole but don't be fooled, go and try it out - I don't think you'll be disappointed!",4-star
"I must say, the Korean bartender that works Friday nights is a fine gentleman indeed. He serves up some of the tastiest beverages this side of Seoul!",5-star
"I have been going here since it opened, and not just because it is my local haunt. 20 cent wing night Wednesday is the biggest draw - go early as it is always busy! I arrived at 6pm on Wednesday and had to wait for a table nearly 15 minutes. After the manager seated us he immediately took our order as well. Impressive. They also have wings on special on Monday for 25 cents which is not as busy. Very decent draught selection, and plenty of local and imports here as well. Bartender and waitresses are very attentive and service is top notch. Lots of TVs throughout with a few big screens so no bad seat to watch the games and not miss any of the action. They also have a south facing patio welcomes the afternoon and evening crowd in the summer.",5-star
Wednesday is wing night! Great wings and even better service by Gary the bartender! The food is always good as is the service. When ever you enter the pub you are always welcomed and all of the servers are friendly. The bartender Gary is always friendly and very attentive. Gary is one of the best servers that there is in Calgary!,5-star
"Favorite place in Noda. Some pretty sweet games inside and some outdoor fun when it's nice out (or dry at least). Cornhole, giant jenga, ring toss game. Great drink prices and staff is always friendly. Wish this place was open during the day too!",5-star
"I used to love coming here but in the last few months every employee here has been as rude as possible. From the bouncers, yelling at my friends and I for absolutely nothing saying we ""weren't walking past the bathrooms"" fast enough. The DJ asked for $25 for us to request a song after I have spent over $60 on drinks and about $20 on games. Will not be returning after the awful service I received tonight.",1-star
"Just plain fun. Ms PacMan? Got it. Giant Jenga? Got it. Skee Ball? Got it but bragging rights only (but no tickets pop out). Good beer sleection, check. Beer pong table, yep. Nice patio too. Fun bar in NODA. Look forward to heading back.",5-star
"This is a fun dive-bar. There are plenty of games to play inside and outdoors, an ATM if you need cash--and a jukebox to play music. They have drink specials that are pretty good, but in general their prices are relatively low to start with. It's a big space, however, it'll fill up on the weekend--this is one of the hot spots in NoDa, worth checking out!",4-star
"The good old pig! Always a fun time! This bar is loaded with video games, giant life sized games like Jenga, a see saw, and pretty good music. A huge place and also an outdoor patio with ample seating and room to move around. The service is ok, hit or miss. The drinks are decent depending on who makes them. The had a lemonade drink on special that was delicious. I recommend trying it if they have it again. They do have drink specials often, which is nice.",4-star
"The blind pig is always a fun stop regardless if you have a large or small crowd. Feels like a dive with a bunch of fun games that are good for a wide array of crowds (seriously - everything from board games, BP, air hockey, and corn hole). Also they never charge a cover and seem to have something decent on special every night of the week. Also make sure to send a fun text and see who responds on the big wall.",4-star
Been here quite a few times with large groups as well as just my girlfriend and I. It is always a great atmosphere full of awesome people and we always enjoy ourselves. Definitely a great place to go if you want to go to a bar and have fun with strangers because all the games inside really give you the opportunity to connect. The bartenders and staff are friendly and great and they always have awesome drink specials. Would highly recommend to anyone looking to try somewhere new.,5-star
"They have some games like air hockey, skee-ball, darts, pool tables and corn hole as well as some others. The outdoor area is pretty large with some additional games too. The beer is cheap for the neighborhood but the selection isn't up to par. The staff isn't the friendliest, especially the door guy at night. The bartenders sell more fireball shots than I would care to count at night but it can be cool on a Saturday or Sunday afternoon.",2-star
"So this is the thing about this bar, I'm here on a Saturday night up at the bar and I completely get skipped over by the suppose GM Ashley. Now I understand that if I'm up at the bar I'm suppose to know what I want but o skip over me in mid sentence is a issue. I mean I'm from MD and go to DC all the time where the bar are a thousand times more packed, but to just skip over a customer is unacceptable. Then to top that with security being a little to aggressive with my friend, who is a female is something totally different. Don't run up on a female like she some male. The chief security guard (that not his title but he's over all the security guards) did come to speak to me, which I appreciated to diffuse the situation. But nevertheless the way it was handled was uncalled. In end me and group I was with ended getting kicked out, when all we wanted was to get our drinks and play some corn hole in the back. The possibly of me coming back is slim, but if it happens hopefully the service will be better.",1-star
Very quaint and friendly. This was a stop on our bike trolley bar crawl. They have daily specials so you didn't feel like you're breaking the bank. Well definitely make this a regular pit stop.,5-star
"Great place to come hang out and play different type of arcade game, throw darts, and play some of your favorite childhood board games with friends and family (21+ of course).",5-star
"Such an awesome spot located in NoDa (North Davidson) which features a few games but the fun is located outside. Drinks were reasonably priced and the staff was attentive to those waiting for drinks. If you're a beer drinker, they have a spot at the entrance to grab a quick beer with really no waiting. After grabbing your drink, head outside for some floor model Connect 4 or Jinga. There are other games happening but these were my favorite and met some really awesome people. Very diverse crowd which I really enjoyed. The games on the inside are pretty basic but you can still have a bit of fun inside and the music is heard throughout the bar and the music was very diverse and great. Looking for a good night of fun, music, games, drinking & just meeting random people check out this spot it'll be a 5 Star Night.",5-star
"If you are out and looking for just a bar scene then this will be the place anyone would suggest to you. It gets very crowded on the weekend, but is a fun place to go. They have an outdoor area that has corn hole, and life size jenga! Plus it's beside the dog bar so you get a chance to look over the fence and see some cute doggies! Inside they have some arcade games, pool table, darts, life size connect the dots, and a peer pong table. It's a college party on the town! It can take awhile to get served at the bar, but that's understandable because it gets very crowded. On Friday and Saturday night there are beer tubs for a quick PBR or other cheap beer and they have DJs which is fun. If you don't like crowded, loud bars then stay away from here on the weekend. Also if you come out later, say past 11pm, then you might have to wait in a line to get in. But overall it's a fun place to go to feel like a college kid again!",4-star
"If you mention NoDa to anyone that knows this neighborhood then this will be the first bar that pops into your head. On the corner of what you would consider the start of NoDa this is where it's popping on the weekends. This place has it all.. Except food but that's okay because NoDa has sooo many fabulous places to eat :) If you get there late on a happening night expect a small line outside and possibly a little wait if it's jam packed too. During the week it's a pretty calm place where you can enjoy a nice game of pool, jenga, cornhole, or darts. There are also various arcade games available too. Trust me you will not run out of things to do while you're there!! On the weekends they tend to have a live dj and the party is pumpin' until the late night. Guaranteed to be a packed house but also guaranteed to be a good time! Be prepared to make new friends and have a great time! This is a staple of the neighborhood!!",4-star
"This bar is a great place. I have read all of the previous posts regarding it and I want to adress some of the negative comments and then give my positive feedback. 1st. Most of the people who say the staff are rude were kicked out because they lack common decency and etiquette. The staff are human beings. They have stress and real world issues too. So coming in and acting like you have no common sense or manners is just an agitation. However, coming in and completely disrespecting the staff and the establishment is unacceptable. People seem to forget that the people working in this industry are human. Not only do they make mistakes occasionally, but they also have thoughts and feelings too. So a little courtesy goes a long way. 2nd. It is one of the only establishments I know of who will cut people off for their own safety. Many people here have gotten mad for being kicked out; just as many have been mad about over-serving. Everyone metabolizes alcohol differently. It it's the bars discretion to determine if someone has had too much and if they need to go. Some people ""play"" sober better than others. If someone is cut off... they have gone above the call of duty to call cabs etc to take care of the people to intoxicated. 3rd. Tips. This is an industry based on tips. Some of the workers in bars make their money exclusively on tips. ""So get a better job"" is the most common response. To that I say this 1) most of these people have other jobs and need to supplement their income somehow. 2) ok if they all get ""better"" jobs, where will you drink? 3) if you want ""cheap"" drink prices, unlike Europe, keep costs low and the people employed! 4) in America, it is not only expected, but a common courtesy to tip the bar staff. 4th. Security. A lot of people take security for granted, but there are both legal and legitimate reasons for every security ""issue"". Just like the constant security changes at the airport due to threats and national security posture, so to, do bars need to adjust their security accordingly. Most people don't know or care about the bars and clubs robbed every day or the staff who are attacked. But the bar and staff know it too well! So if they tell you to do something or not to do something it is for their and your's safety. Which brings me to this. 90% of people have an excellent time here and it's because they are responsible adults going out looking for a good time. As long as you act like a decent human being and treat others as you want to be treated you too will have an excellent time. Soooo many regulars and soooo many new folk love this place because it really does give you everything...except food...which is fine because there are at least 6 other places to eat in this awesome nieghborhood!",5-star
I've always bar hopped in Noda. I live in Myers Park and my family members were visiting me so I decided to hit up Noda. We had tons of fun until we came to the Blind Pig. The bartenders and bouncers were rude. We weren't aloud to stand literally anywhere. We were a large group of women so obviously for safety reasons we don't wanna split up @ bars. I don't know if it's bc we were a large group of Latina women or what but it just seemed like we were not wanted there. This place should harbor an accepting atmosphere where we can happily get drinks and use the bathroom while waiting for one another. Sorry not sorry.,1-star
"Last night, I went to the Blind Pig and had a very disappointing experience. I was drinking a beer from a pint glass, when I found a large, thin shard of glass in it. This was very alarming because I could have easily swallowed this piece of glass and it would have definitely cut my throat and stomach. I went up to the bar and said to a bartender, ""I just found this shard of glass in my cup, is there a manager or the owner that I can talk to."" Her response was, ""oh that happens all the time."" And then pointed me over to a man, that I believe was the owner of the Blind Pig. When I went up to the owner and told/ showed him the same thing, he took the glass, threw it away, shrugged his shoulders, and kept working. I was completely shocked and disgusted at the owner and bartender's reaction. They did not seem to care that large shards of glass are in their pint glasses ""all the time."" Along with this obvious health issue, I am shocked at their customer service. I did not get any acknowledgement that this could be an issue and could be very dangerous. I expected at least an apology and some eye contact. If I ever do go here again, I will be buying my drink out of a bottle.",1-star
Pretty sweet bar! The place is spacious with fun games upstairs and a sweet spot outside for the smokers to enjoy. Staff is awesome!,5-star
"I came here with a group of friends to celebrate a birthday. This place is so much fun! I don't know why I haven't been here before! There are all sorts of game, an arcade area, beer pong, battle shots (missing a boat!), corn hole, etc. it's a blast. The bartenders are friendly and helpful, specials are listed on a chalk board, I stuck to Shock top, so I don't know how the mixed drinks are. (I did have a jäger bomb that was delicious though...). There's also a digital board on the wall that you can send a text to - we announced the birthday, and tested some movie quotes. The crowd on Saturday was not particularly good at Wedding Crashers quotes. The back patio area got really crowded with smokers, which was kind of nice for our inside group. I'll definitely come back here for a fun night out.",5-star
"So I went there with a few friends on a Saturday night. It was pretty quiet overall. I went to the juke box to play music, the man in front of me said to go ahead and use the rest of his credits. I asked him if he was sure since my genre was difference then his, but he insisted. As I was selecting my songs (which were metal/Rock) another person there, walked up to me and asked which songs were mine because he didn't like the current songs playing. As I showed him my list, he's said good and he likes my selection. So I played 4 songs, this would have taken up 15 minutes of everyone's time. Before the second song ended, a worker (the owner) came over and played a ton of songs. When I checked my songs were no longer listed. So I confronted him, he removed my songs because he said it killed the atmosphere.. No one was even dancing.. So I told him to give me my money back. My friends then told me that's they noticed how everyone around seemed to actually enjoy my songs. But apparently it wasn't main stream enough for them..why have a jukebox with songs.. If you can't even play the music you want..",1-star
"Dear Blind Pig in the heart of NoDa, one of my favorite spots, I love you. Lets get married, run away and bring all the games with us : ) The Blind Pig is phenomenal, a dive bar atmosphere with snarky bartenders (funny, not rude) and lots of energy. Don't go here expecting a low key night. The place is always hopping and full of life... one of the many reasons I love it. Surrounded by games, there's no way to be bored at this place. Skee ball, giant jenga, twister, mini golf (one hole), darts, basketball game, Ms. Pac Man, Battle shots - yes, shots, not ship. First time I went actually my girlfriend and I decided to start at the Blind Pig at 8pm and bar hop throughout NoDa. And about 2 am we finally left the bar haha. Met some really chill guys, played 6 hours worth of games and had an amazing time. And the drinks - nicely priced and always a shot and a beer on special. Stick around long enough and you'll be able to sing karoake, grab a group for beer pong and probably meet some cool people. If you are new to the area, I'm sure you've been told to check out NoDa. And if you go to NoDa, you have to walk over to the Pig. One of my favorite bars in Charlotte and definitely worth a visit time and time again!",5-star
"I do love my dive bars and there is nothing quite like walking into a dive for the first time. I've worked at and been to plenty of dive bars in my life time so what makes The Blind Pig unique? Walk in the door and go to your left you will find a room full of fun and games! Skee ball (my fav) I promise you will not beat me at skee ball, but keep walking and you will find basketball, darts, pool, a punching bag and well of course a bar. Now take route number two and walk through the doors and down the steps. Maybe it was because it was Memorial Day weekend or a Friday night I don't know but this night there was a pretty rocking hippy dance-fest going on...one of the things I really enjoyed about this bar was the crowd it was very eclectic and brought all kinds of people together. Now after all the indoor games and dancing it was time to check out the back patio. I'm loving all the outdoor patios popping up in the QC and this place has one to brag about. Why? Huge outdoor space featuring you guessed it more games; connect four, twister, corn-hole, jenga (life size versions of your favorite board games)! No food but lots of entertainment and very friendly bartenders. A new favorite hang out hmm I think so!",4-star
"Excellent NoDa location that's worth the occassional visit! We played a few games of pool, few games of dart, and had a few rounds of beers. Great hang out spot with reasonable priced brews! Great place for a bar crawl stop!",4-star
"Love this place, who doesn't like to play games with theirs friends while drinking some beers? Thought it was a very clever dive bar!",5-star
"I loved this place. Cheap drinks, fun activities, and ridiculously friendly people. I liked the adult sized Jenga in the outdoor area and the random playground pig/horse things. Probably would stick with beer here. I didn't really care for the gimlet I ordered and my friend didn't finish her cheap vodka drink. I guess the house vodka is really cheap. But hey, it's a dive bar, that's what you get. It's too bad we were all tired and couldn't seem to muster up the energy to really enjoy everything.",4-star
Been here twice. First time was in April. Great bar in a great 'hood. I love the laid-back but quite a bit loud atmosphere (if that makes sense). I highly recommend. Also has a few arcade games.,5-star
"Kinda torn between a 3 and 4 star review here. The bar itself is kinda dank and dive-y but they also have a bunch of bar games to keep you entertained while you have a pint or two. May just be that its a old building is all. Anyways, the actual area for sitting in front of the bar is kinda on the small side so this isn't really a place that can accommodate that many people to begin with. Plenty of TV's in here though to watch a football game on but they do seem to be a little high up so it's almost like you are sitting front row center at the movie theater. If you are with a group of friends looking to play some pool this is probably the best spot in Noda. Otherwise you may just want to check out another one of the choice bars/restaurants.",3-star
"I went down to Noda for a meetup group at Growler's Pourhouse, and ended up stumbling my way down to the blind pig with a group of new friends. I love dive bars, and could pretty much tell through my beer goggles that it'd be love at first site for me and The Blind Pig. She enticed me with her diveyness and once I walked in, there was a box of body parts sitting there waiting for me. Not just any body parts, but Mr and Mrs Potato Head parts. OH MY GOD!!! I sat there for about 10 minutes or maybe 40, not really sure since it was drunken bar time. Who cares, I made so many Potato Head masterpieces that I was not moving anytime soon. Once my creative muse was finally stifled, I ventured through the rest of the bar, chatted with some people who I made into new friends whether they liked it or not and dragged them all outside with me to the adult playground that was waiting for me!!! Thankfully I was a bit intoxicated or I would have fallen to my knees and wept from the site in front of me... Adult sized connect four? Giant lumber blocks for Jenga?? Twister? Spring Toys and Corn Hole???? ARE YOU SERIOUS???? Oh, it was ON!! High Heels and all, I ran to that metal pig sitting on it's spring and reverted back to child hood. I had an amazing time at this place and it if were a little closer to my place I'd frequent it often. Next time though, I'd probably snag a potato head to ride the metal pig with me!! WEEEEEEEEEEEEEE!!!!!!",5-star
"basketball, skeeball, beer pong, touch tunes, cigarettes, silver strike bowling, ATM, bathrooms, beer, patio, boxing machine,TVs, billiard/pool tables, and darts! pretty much everything you could ask for at a bar. a dozen or so taps which include some local stuff, had NoDa Brewing available when I was there. atmosphere didn't feel quite the same as the rest of NoDa but it's new and still getting its own identity. was also earlier in the evening and only stayed for a couple beers but really enjoyed what i saw and the potential.",5-star
I live in NoDa and think The Blind Pig is a nice upscale addition to the neighborhood. It has a really nice game room which is separate from the rest of the bar which makes it pretty unique. They also had a lot of craft beer on tap which is always going to draw me in. I hated to see more galleries leave but this is a nice addition to NoDa.,5-star
"Just a tourist stopping for a good meal. The place didn't disappoint! Totally recommend! Great food, Great atmosphere. Indoor/outdoor seating for a casual experience",5-star
This is a hidden gem in Nevada. One of the best burgers in Nevada. The staff is always friendly and the food is amazing. Well worth the visit. I recommend the Dillinger burger.,5-star
Great food the Dillinger and the sweet potato fries was it!! Stopped by on the way back from the hover dam while in town for SEMA. Definitely one of our favorite meals since we've gotten out here including places we've ate on the strip. Great place friendly people!,5-star
Everything we have ever had there has been fantastic. The food it made fresh to order. Our family went there on a Weekday and it was no only not as crowded but the chatter wasn't as loud as usual. Great service each time we go. Happy as they kept our Sodas full.,5-star
"Every time that I come in to town my family comes here. Usually the service is great! However, this time, not so much. The servers were not engaged in helping our party and hardly checked in on us. The manager (I think) came by to see how things were going but it had been foreverrrrr since we ordered and nothing came if his visit. If this place is going to continue to be a go-to place for me and my family, they need to step up their service. Get some servers who want to make the customer HAPPY!! I hope that this review helps management take notice of the poor quality of service and make some changes so that when I come back everything is back to the way it was...",2-star
"This is one of my go to restaurants in Boulder City. Everything is always delicious, but I recommend the chopped salad and Baby Face Nelson burger with a side of sweet potato French fries. I get them almost every time. I like that I can choose indoor or outdoor dining and that dogs are allowed outside. The outside has misters and heaters, so it is open all year. The service is always excellent and the manager usually stops by the table to make sure that everything is good. Make sure you check out the tropical salt scrub in the bathroom. It smells amazing and is a really nice touch.",5-star
Excellent place!! Great burgers!! Cold beer! Sweet potato fries are he best! Good onion rings too!! Nice cool atmosphere... great service!!! Definitely worth the stop!!!,5-star
"We were all famished after a trip to hoover dam. We scheduled a helicopter flight and the people there recommended dillingers. It met and exceeded our hopes. We all got a different burger and all 4 were cooked to perfection and very good. Service was good, we sat outside, and also very much enjoyed the pets allowed. The water bowls scattered around were a nice welcome to a pet friendly restaurant!!",5-star
"An amazing burger joint. Had the Brie and Jam burger, never even seen that type of burger before. was really good. Beer was amazing. chill spot.",4-star
Nice atmosphere. Restaurant is in a cool little historic part of Boulder City. Wife had Philly steak sandwich. It was good. I had the executioner burger. Great! Side of sweet potato fries also great. Nice beers on tap. Would definitely go back. Great option to break away from crazy Vegas strip or as part of a day trip to Hoover dam like us.,5-star
